COD_IBGE;COD_SIAFI;NOME_MUNICIPIO;Nome_Simplificado;SIGLA_UF;NOME_UF;LAT;LNG;POP2013;CAPITAL;ALT;REGIAO;COD_UE_TSE_2016
3125002;4499;Ewbank da Câmara;EWBANK DA CAMARA;MG;Minas Gerais;-21.54163615;-43.5075914;3901;0;893.9823480000;SE;44997
3125101;4501;Extrema;EXTREMA;MG;Minas Gerais;-22.85819007;-46.32216174;31693;0;899.9276830000;SE;45012
3125200;4503;Fama;FAMA;MG;Minas Gerais;-21.40576153;-45.8323121;2419;0;800.8922780000;SE;45039
3125309;4505;Faria Lemos;FARIA LEMOS;MG;Minas Gerais;-20.80174494;-42.01384618;3423;0;325.2682950000;SE;45055
3125408;4507;Felício dos Santos;FELICIO DOS SANTOS;MG;Minas Gerais;-18.07756312;-43.24517093;5157;0;727.9931740000;SE;45071
3125507;4509;São Gonçalo do Rio Preto;SAO GONCALO DO RIO PRETO;MG;Minas Gerais;-18.00639416;-43.38454373;3170;0;788.1002920000;SE;45098
3125606;4511;Felisburgo;FELISBURGO;MG;Minas Gerais;-16.63833315;-40.7585705;7236;0;643.0044140000;SE;45110
3125705;4513;Felixlândia;FELIXLANDIA;MG;Minas Gerais;-18.75435656;-44.89658662;14864;0;603.9276150000;SE;45136
3125804;4515;Fernandes Tourinho;FERNANDES TOURINHO;MG;Minas Gerais;-19.15100064;-42.08097848;3232;0;253.6945590000;SE;45152
3125903;4517;Ferros;FERROS;MG;Minas Gerais;-19.23641959;-43.01971362;10807;0;448.8650530000;SE;45179
3125952;2683;Fervedouro;FERVEDOURO;MG;Minas Gerais;-20.73277569;-42.27818053;10822;0;759.7536860000;SE;40207
3126000;4519;Florestal;FLORESTAL;MG;Minas Gerais;-19.89451823;-44.43011556;7026;0;815.2772600000;SE;45195
3126109;4521;Formiga;FORMIGA;MG;Minas Gerais;-20.46488355;-45.42642818;67617;0;836.1635310000;SE;45217
3126208;4523;Formoso;FORMOSO;MG;Minas Gerais;-14.9517426;-46.23997954;8817;0;859.3660970000;SE;45233
3126307;4525;Fortaleza de Minas;FORTALEZA DE MINAS;MG;Minas Gerais;-20.84849251;-46.71264341;4302;0;838.8849090000;SE;45250
3126406;4527;Fortuna de Minas;FORTUNA DE MINAS;MG;Minas Gerais;-19.56390096;-44.44339705;2850;0;740.9039290000;SE;45276
3126505;4529;Francisco Badaró;FRANCISCO BADARO;MG;Minas Gerais;-16.99069129;-42.34977316;10542;0;381.3143590000;SE;45292
3126604;4531;Francisco Dumont;FRANCISCO DUMONT;MG;Minas Gerais;-17.31994881;-44.23420653;5098;0;670.0368660000;SE;45314
3126703;4533;Francisco Sá;FRANCISCO SA;MG;Minas Gerais;-16.47568087;-43.48873528;25983;0;652.6320340000;SE;45330
3126752;0608;Franciscópolis;FRANCISCOPOLIS;MG;Minas Gerais;-17.95904357;-42.00731281;5825;0;347.8459940000;SE;40223
3126802;4535;Frei Gaspar;FREI GASPAR;MG;Minas Gerais;-18.07118503;-41.42942079;6033;0;456.7042360000;SE;45357
3126901;4537;Frei Inocêncio;FREI INOCENCIO;MG;Minas Gerais;-18.56178973;-41.90121659;9366;0;194.9346310000;SE;45373
3126950;0610;Frei Lagonegro;FREI LAGONEGRO;MG;Minas Gerais;-18.16508071;-42.76529524;3462;0;664.7885730000;SE;42064
3127008;4539;Fronteira;FRONTEIRA;MG;Minas Gerais;-20.28830056;-49.20428203;15658;0;474.5947180000;SE;45390
3127057;4935;Fronteira dos Vales;FRONTEIRA DOS VALES;MG;Minas Gerais;-16.89201522;-40.92507866;4777;0;314.7990990000;SE;49352
3127073;0612;Fruta de Leite;FRUTA DE LEITE;MG;Minas Gerais;-16.11641842;-42.53222194;5919;0;902.6944450000;SE;42080
3127107;4541;Frutal;FRUTAL;MG;Minas Gerais;-20.02589788;-48.93915371;56720;0;518.9376910000;SE;45411
3127206;4543;Funilândia;FUNILANDIA;MG;Minas Gerais;-19.36998733;-44.06308588;4108;0;689.3859660000;SE;45438
3127305;4545;Galiléia;GALILEIA;MG;Minas Gerais;-19.00547364;-41.53619717;7092;0;133.2224980000;SE;45454
3127339;0614;Gameleiras;GAMELEIRAS;MG;Minas Gerais;-15.07682207;-43.11948084;5264;0;532.0544140000;SE;42102
3127354;0616;Glaucilândia;GLAUCILANDIA;MG;Minas Gerais;-16.85021869;-43.6964059;3097;0;653.0313210000;SE;42129
3127370;0618;Goiabeira;GOIABEIRA;MG;Minas Gerais;-18.98171334;-41.22282161;3226;0;169.4298470000;SE;42145
3127388;0620;Goianá;GOIANA;MG;Minas Gerais;-21.53241783;-43.1914824;3849;0;407.6156150000;SE;42161
3127404;4547;Gonçalves;GONCALVES;MG;Minas Gerais;-22.65761919;-45.85659204;4370;0;1262.9240870000;SE;45470
3127503;4549;Gonzaga;GONZAGA;MG;Minas Gerais;-18.824825;-42.47722387;6148;0;790.8612040000;SE;45497
3127602;4551;Gouveia;GOUVEIA;MG;Minas Gerais;-18.4429725;-43.73398675;12030;0;1080.6676930000;SE;45519
3127701;4553;Governador Valadares;GOVERNADOR VALADARES;MG;Minas Gerais;-18.8528824;-41.94708133;275568;0;173.1466410000;SE;45535
3127800;4555;Grão Mogol;GRAO MOGOL;MG;Minas Gerais;-16.56649515;-42.88801288;15667;0;774.3236860000;SE;45551
3127909;4557;Grupiara;GRUPIARA;MG;Minas Gerais;-18.4930238;-47.72479844;1414;0;670.5173400000;SE;45578
3128006;4559;Guanhães;GUANHAES;MG;Minas Gerais;-18.77715079;-42.9370491;33020;0;781.8124580000;SE;45594
3128105;4561;Guapé;GUAPE;MG;Minas Gerais;-20.75672451;-45.91838386;14349;0;826.4044170000;SE;45616
3128204;4563;Guaraciaba;GUARACIABA;MG;Minas Gerais;-20.5717035;-43.01128165;10521;0;587.1698580000;SE;45632
3128253;0622;Guaraciama;GUARACIAMA;MG;Minas Gerais;-17.01152746;-43.66877771;4919;0;783.8772010000;SE;42188
3128303;4565;Guaranésia;GUARANESIA;MG;Minas Gerais;-21.30556037;-46.79549122;19298;0;796.6192130000;SE;45659
3128402;4567;Guarani;GUARANI;MG;Minas Gerais;-21.36266919;-43.04645668;8977;0;417.3138040000;SE;45675
3128501;4569;Guarará;GUARARA;MG;Minas Gerais;-21.7327203;-43.03895248;3991;0;563.0560790000;SE;45691
3128600;4571;Guarda-Mor;GUARDA MOR;MG;Minas Gerais;-17.7712999;-47.10107585;6741;0;610.3948800000;SE;45713
3128709;4573;Guaxupé;GUAXUPE;MG;Minas Gerais;-21.30378146;-46.71353723;51488;0;847.1317130000;SE;45730
3128808;4575;Guidoval;GUIDOVAL;MG;Minas Gerais;-21.1442385;-42.80081731;7356;0;341.1598920000;SE;45756
3128907;4577;Guimarânia;GUIMARANIA;MG;Minas Gerais;-18.83801922;-46.79726503;7693;0;899.6927910000;SE;45772
3129004;4579;Guiricema;GUIRICEMA;MG;Minas Gerais;-21.01067337;-42.71881247;8838;0;330.8286920000;SE;45799
3129103;4581;Gurinhatã;GURINHATA;MG;Minas Gerais;-19.21374844;-49.78627329;6144;0;531.5565780000;SE;45810
3129202;4583;Heliodora;HELIODORA;MG;Minas Gerais;-22.06474444;-45.54457663;6416;0;850.4431770000;SE;45837
3129301;4585;Iapu;IAPU;MG;Minas Gerais;-19.44027245;-42.21469251;10768;0;435.7046950000;SE;45853
3129400;4587;Ibertioga;IBERTIOGA;MG;Minas Gerais;-21.42947248;-43.96812384;5163;0;1020.9127520000;SE;45870
3129509;4589;Ibiá;IBIA;MG;Minas Gerais;-19.47511172;-46.53861142;24435;0;886.5165220000;SE;45896
3129608;4591;Ibiaí;IBIAI;MG;Minas Gerais;-16.85987245;-44.91410684;8215;0;483.8581030000;SE;45918
3129657;0624;Ibiracatu;IBIRACATU;MG;Minas Gerais;-15.66546665;-44.16770944;6250;0;777.7288850000;SE;42200
3129707;4593;Ibiraci;IBIRACI;MG;Minas Gerais;-20.47015488;-47.13080349;13006;0;1072.3281890000;SE;45934
3129806;4595;Ibirité;IBIRITE;MG;Minas Gerais;-20.02803775;-44.05666464;169908;0;894.3144230000;SE;45950
3129905;4597;Ibitiúra de Minas;IBITIURA DE MINAS;MG;Minas Gerais;-22.05705516;-46.43760328;3503;0;898.6400890000;SE;45977
3130002;4599;Ibituruna;IBITURUNA;MG;Minas Gerais;-21.14648501;-44.73846359;2979;0;865.7421150000;SE;45993
3130051;2693;Icaraí de Minas;ICARAI DE MINAS;MG;Minas Gerais;-16.21401278;-44.9027768;11411;0;578.4145720000;SE;40240
3130101;4601;Igarapé;IGARAPE;MG;Minas Gerais;-20.06990868;-44.30115788;38285;0;808.9735660000;SE;46019
3130200;4603;Igaratinga;IGARATINGA;MG;Minas Gerais;-19.95388625;-44.70049513;9997;0;786.1736380000;SE;46035
3130309;4605;Iguatama;IGUATAMA;MG;Minas Gerais;-20.17607397;-45.70914011;8213;0;685.5573730000;SE;46051
3130408;4607;Ijaci;IJACI;MG;Minas Gerais;-21.17206562;-44.92878297;6225;0;831.6160360000;SE;46078
3130507;4609;Ilicínea;ILICINEA;MG;Minas Gerais;-20.94038902;-45.82846362;12061;0;867.5774300000;SE;46094
3130556;0626;Imbé de Minas;IMBE DE MINAS;MG;Minas Gerais;-19.59587564;-41.96248076;6739;0;619.1542190000;SE;42226
3130606;4611;Inconfidentes;INCONFIDENTES;MG;Minas Gerais;-22.32148713;-46.3338014;7217;0;867.7525180000;SE;46116
3130655;0628;Indaiabira;INDAIABIRA;MG;Minas Gerais;-15.49238471;-42.20358482;7528;0;879.5558450000;SE;42242
3130705;4613;Indianópolis;INDIANOPOLIS;MG;Minas Gerais;-19.04249493;-47.91799232;6568;0;808.6003290000;SE;46132
3130804;4615;Ingaí;INGAI;MG;Minas Gerais;-21.40371681;-44.92242264;2740;0;947.4159020000;SE;46159
3130903;4617;Inhapim;INHAPIM;MG;Minas Gerais;-19.55011472;-42.12193093;24882;0;479.5289830000;SE;46175
3131000;4619;Inhaúma;INHAUMA;MG;Minas Gerais;-19.49236739;-44.39094553;6068;0;760.4716820000;SE;46191
3131109;4621;Inimutaba;INIMUTABA;MG;Minas Gerais;-18.73144053;-44.36626177;7297;0;616.4625530000;SE;46213
3131158;2665;Ipaba;IPABA;MG;Minas Gerais;-19.41325083;-42.41816567;17729;0;232.8190640000;SE;40266
3131208;4623;Ipanema;IPANEMA;MG;Minas Gerais;-19.80033595;-41.71735332;19165;0;242.8932360000;SE;46230
3131307;4625;Ipatinga;IPATINGA;MG;Minas Gerais;-19.4810321;-42.52035111;253098;0;241.6990930000;SE;46256
3131406;4627;Ipiaçu;IPIACU;MG;Minas Gerais;-18.69488031;-49.94577321;4250;0;441.9896980000;SE;46272
3131505;4629;Ipuiúna;IPUIUNA;MG;Minas Gerais;-22.09952051;-46.19082923;9942;0;1149.9948760000;SE;46299
3131604;4631;Iraí de Minas;IRAI DE MINAS;MG;Minas Gerais;-18.98185835;-47.46299142;6795;0;958.9275260000;SE;46310
3131703;4633;Itabira;ITABIRA;MG;Minas Gerais;-19.63816949;-43.22395162;115817;0;783.4107070000;SE;46337
3131802;4635;Itabirinha;ITABIRINHA;MG;Minas Gerais;-18.55679928;-41.23318272;11224;0;342.2299540000;SE;46353
3131901;4637;Itabirito;ITABIRITO;MG;Minas Gerais;-20.25417651;-43.80214298;48614;0;850.1314230000;SE;46370
3132008;4639;Itacambira;ITACAMBIRA;MG;Minas Gerais;-17.06443518;-43.31040219;5241;0;1073.1424690000;SE;46396
3132107;4641;Itacarambi;ITACARAMBI;MG;Minas Gerais;-15.10264186;-44.0931858;18316;0;458.5967390000;SE;46418
3132206;4643;Itaguara;ITAGUARA;MG;Minas Gerais;-20.39067822;-44.48677796;12999;0;834.8881420000;SE;46434
3132305;4645;Itaipé;ITAIPE;MG;Minas Gerais;-17.40423164;-41.67322957;12403;0;669.9141740000;SE;46450
3132404;4647;Itajubá;ITAJUBA;MG;Minas Gerais;-22.43060057;-45.4645825;94940;0;846.5820270000;SE;46477
3132503;4649;Itamarandiba;ITAMARANDIBA;MG;Minas Gerais;-17.85851733;-42.84915776;33804;0;949.6649880000;SE;46493
3132602;4651;Itamarati de Minas;ITAMARATI DE MINAS;MG;Minas Gerais;-21.41945562;-42.81859336;4270;0;218.0308190000;SE;46515
3132701;4653;Itambacuri;ITAMBACURI;MG;Minas Gerais;-18.03432996;-41.68226738;23528;0;302.6119210000;SE;46531
3132800;4655;Itambé do Mato Dentro;ITAMBE DO MATO DENTRO;MG;Minas Gerais;-19.42096347;-43.3228953;2281;0;699.1347980000;SE;46558
3132909;4657;Itamogi;ITAMOGI;MG;Minas Gerais;-21.07844336;-47.04746778;10572;0;1010.4460490000;SE;46574
3133006;4659;Itamonte;ITAMONTE;MG;Minas Gerais;-22.28512697;-44.8682875;14855;0;900.0166390000;SE;46590
3133105;4661;Itanhandu;ITANHANDU;MG;Minas Gerais;-22.29507965;-44.9359219;14902;0;898.2016180000;SE;46612
3133204;4663;Itanhomi;ITANHOMI;MG;Minas Gerais;-19.17168893;-41.86493184;12280;0;253.0456030000;SE;46639
3133303;4665;Itaobim;ITAOBIM;MG;Minas Gerais;-16.55952592;-41.49897698;21569;0;256.6126080000;SE;46655
3133402;4667;Itapagipe;ITAPAGIPE;MG;Minas Gerais;-19.90329583;-49.36982104;14501;0;484.8750350000;SE;46671
3133501;4669;Itapecerica;ITAPECERICA;MG;Minas Gerais;-20.4728899;-45.12467989;22054;0;834.1804860000;SE;46698
3133600;4671;Itapeva;ITAPEVA;MG;Minas Gerais;-22.76974039;-46.21955686;9236;0;957.4945900000;SE;46710
3133709;4673;Itatiaiuçu;ITATIAIUCU;MG;Minas Gerais;-20.19864236;-44.42916361;10563;0;886.6950100000;SE;46736
3133758;5731;Itaú de Minas;ITAU DE MINAS;MG;Minas Gerais;-20.73818939;-46.75295378;15694;0;714.6746260000;SE;54453
3133808;4675;Itaúna;ITAUNA;MG;Minas Gerais;-20.07443559;-44.57827658;90084;0;837.1193340000;SE;46752
3133907;4677;Itaverava;ITAVERAVA;MG;Minas Gerais;-20.67472747;-43.60432235;5833;0;740.3820610000;SE;46779
3134004;4679;Itinga;ITINGA;MG;Minas Gerais;-16.60142939;-41.77817807;14963;0;278.9175240000;SE;46795
3134103;4681;Itueta;ITUETA;MG;Minas Gerais;-19.39239778;-41.22563191;6051;0;146.8005030000;SE;46817
3134202;4683;Ituiutaba;ITUIUTABA;MG;Minas Gerais;-18.97306768;-49.46223519;102020;0;571.3143300000;SE;46833
3134301;4685;Itumirim;ITUMIRIM;MG;Minas Gerais;-21.31379634;-44.87578785;6263;0;902.5571130000;SE;46850
3134400;4687;Iturama;ITURAMA;MG;Minas Gerais;-19.73194752;-50.20197358;36837;0;438.9715720000;SE;46876
3134509;4689;Itutinga;ITUTINGA;MG;Minas Gerais;-21.29605636;-44.65883815;3976;0;952.6568750000;SE;46892
3134608;4691;Jaboticatubas;JABOTICATUBAS;MG;Minas Gerais;-19.52228862;-43.74733363;18508;0;739.0826040000;SE;46914
3134707;4693;Jacinto;JACINTO;MG;Minas Gerais;-16.14116185;-40.29142883;12511;0;168.3699380000;SE;46930
3134806;4695;Jacuí;JACUI;MG;Minas Gerais;-21.01760216;-46.74201038;7755;0;1004.2680800000;SE;46957
3134905;4697;Jacutinga;JACUTINGA;MG;Minas Gerais;-22.28663803;-46.61234117;24354;0;837.1724070000;SE;46973
3135001;4699;Jaguaraçu;JAGUARACU;MG;Minas Gerais;-19.6470727;-42.75299906;3112;0;456.3605160000;SE;46990
3135050;2893;Jaíba;JAIBA;MG;Minas Gerais;-15.34293405;-43.67032888;36098;0;465.8452270000;SE;40282
3135076;2655;Jampruca;JAMPRUCA;MG;Minas Gerais;-18.46159857;-41.81016925;5303;0;231.2912110000;SE;40304
3135100;4701;Janaúba;JANAUBA;MG;Minas Gerais;-15.79902846;-43.30768294;70041;0;536.8094740000;SE;47015
3135209;4703;Januária;JANUARIA;MG;Minas Gerais;-15.48787281;-44.35980533;67875;0;458.7052180000;SE;47031
3135308;4705;Japaraíba;JAPARAIBA;MG;Minas Gerais;-20.1416176;-45.50411781;4168;0;712.1089730000;SE;47058
3135357;0630;Japonvar;JAPONVAR;MG;Minas Gerais;-16.00095693;-44.27612724;8599;0;841.3182030000;SE;42269
3135407;4707;Jeceaba;JECEABA;MG;Minas Gerais;-20.53303344;-43.98523192;5387;0;878.3419070000;SE;47074
3135456;0632;Jenipapo de Minas;JENIPAPO DE MINAS;MG;Minas Gerais;-17.08042308;-42.25604746;7479;0;357.7391480000;SE;42285
3135506;4709;Jequeri;JEQUERI;MG;Minas Gerais;-20.44630304;-42.68226368;13041;0;418.6235470000;SE;47090
3135605;4711;Jequitaí;JEQUITAI;MG;Minas Gerais;-17.21637256;-44.44168728;8069;0;561.1158240000;SE;47112
3135704;4713;Jequitibá;JEQUITIBA;MG;Minas Gerais;-19.23767351;-44.02807639;5307;0;616.2231110000;SE;47139
3135803;4715;Jequitinhonha;JEQUITINHONHA;MG;Minas Gerais;-16.44176894;-41.00711544;25150;0;220.9742330000;SE;47155
3135902;4717;Jesuânia;JESUANIA;MG;Minas Gerais;-21.9984257;-45.29087697;4899;0;907.3671490000;SE;47171
3136009;4719;Joaíma;JOAIMA;MG;Minas Gerais;-16.65472964;-41.02305301;15483;0;293.5722620000;SE;47198
3136108;4721;Joanésia;JOANESIA;MG;Minas Gerais;-19.16869567;-42.67470168;5305;0;419.2076310000;SE;47210
3136207;4723;João Monlevade;JOAO MONLEVADE;MG;Minas Gerais;-19.80563869;-43.17457127;77474;0;793.3989880000;SE;47236
3136306;4725;João Pinheiro;JOAO PINHEIRO;MG;Minas Gerais;-17.74185294;-46.17546355;47549;0;769.2369460000;SE;47252
3136405;4727;Joaquim Felício;JOAQUIM FELICIO;MG;Minas Gerais;-17.75529431;-44.17360472;4538;0;685.5701980000;SE;47279
3136504;4729;Jordânia;JORDANIA;MG;Minas Gerais;-15.90106511;-40.18001416;10744;0;182.4645260000;SE;47295
3136520;0634;José Gonçalves de Minas;JOSE GONCALVES DE MINAS;MG;Minas Gerais;-16.90718198;-42.60717461;4656;0;523.8827670000;SE;42307
3136553;0636;José Raydan;JOSE RAYDAN;MG;Minas Gerais;-18.21749494;-42.50059027;4681;0;548.6606440000;SE;42323
3136579;0638;Josenópolis;JOSENOPOLIS;MG;Minas Gerais;-16.5445254;-42.51313702;4778;0;694.2944980000;SE;40924
3136603;4731;Nova União;NOVA UNIAO;MG;Minas Gerais;-19.68810337;-43.57999441;5752;0;893.0511710000;SE;47317
3136652;2691;Juatuba;JUATUBA;MG;Minas Gerais;-19.95579086;-44.34133144;24255;0;734.2393040000;SE;40320
3136702;4733;Juiz de Fora;JUIZ DE FORA;MG;Minas Gerais;-21.76092431;-43.34881727;545942;0;695.2510260000;SE;47333
3136801;4735;Juramento;JURAMENTO;MG;Minas Gerais;-16.85127046;-43.59019362;4288;0;682.7259890000;SE;47350
3136900;4737;Juruaia;JURUAIA;MG;Minas Gerais;-21.24935594;-46.58059648;9887;0;873.4929910000;SE;47376
3136959;0640;Juvenília;JUVENILIA;MG;Minas Gerais;-14.26359456;-44.15958971;5863;0;450.9652740000;SE;40940
3137007;4739;Ladainha;LADAINHA;MG;Minas Gerais;-17.62447967;-41.74044994;17782;0;497.2467780000;SE;47392
3137106;4741;Lagamar;LAGAMAR;MG;Minas Gerais;-18.17696162;-46.81253564;7802;0;799.5957200000;SE;47414
3137205;4743;Lagoa da Prata;LAGOA DA PRATA;MG;Minas Gerais;-20.02376533;-45.54169203;49089;0;655.9681330000;SE;47430
3137304;4745;Lagoa dos Patos;LAGOA DOS PATOS;MG;Minas Gerais;-16.9784492;-44.57833463;4298;0;708.8384120000;SE;47457
3137403;4747;Lagoa Dourada;LAGOA DOURADA;MG;Minas Gerais;-20.91859862;-44.07111644;12808;0;1056.6400010000;SE;47473
3137502;4749;Lagoa Formosa;LAGOA FORMOSA;MG;Minas Gerais;-18.77557258;-46.40652879;17885;0;875.3478080000;SE;47490
3137536;2905;Lagoa Grande;LAGOA GRANDE;MG;Minas Gerais;-17.83804699;-46.5179054;9134;0;577.3460960000;SE;40347
3137601;4751;Lagoa Santa;LAGOA SANTA;MG;Minas Gerais;-19.62585052;-43.8952877;57589;0;767.4927900000;SE;47511
3137700;4753;Lajinha;LAJINHA;MG;Minas Gerais;-20.16417015;-41.64529304;20219;0;562.0103370000;SE;47538
3137809;4755;Lambari;LAMBARI;MG;Minas Gerais;-21.97431556;-45.35247881;20453;0;906.0424870000;SE;47554
3137908;4757;Lamim;LAMIM;MG;Minas Gerais;-20.79205743;-43.47446706;3524;0;769.4124520000;SE;47570
3138005;4759;Laranjal;LARANJAL;MG;Minas Gerais;-21.36362961;-42.48067429;6740;0;178.2932100000;SE;47597
3138104;4761;Lassance;LASSANCE;MG;Minas Gerais;-17.89511518;-44.57935856;6663;0;553.6175360000;SE;47619
3138203;4763;Lavras;LAVRAS;MG;Minas Gerais;-21.24287024;-44.99993111;98172;0;914.2220050000;SE;47635
3138302;4765;Leandro Ferreira;LEANDRO FERREIRA;MG;Minas Gerais;-19.71922347;-45.02628379;3296;0;705.0360060000;SE;47651
3138351;0642;Leme do Prado;LEME DO PRADO;MG;Minas Gerais;-17.08386685;-42.69568262;4965;0;626.0276730000;SE;40967
3138401;4767;Leopoldina;LEOPOLDINA;MG;Minas Gerais;-21.53072936;-42.64184413;52915;0;226.2764950000;SE;47678
3138500;4769;Liberdade;LIBERDADE;MG;Minas Gerais;-22.0243587;-44.31514094;5401;0;1131.4477550000;SE;47694
3138609;4771;Lima Duarte;LIMA DUARTE;MG;Minas Gerais;-21.84109552;-43.79638322;16740;0;725.7031210000;SE;47716
3138625;2687;Limeira do Oeste;LIMEIRA DO OESTE;MG;Minas Gerais;-19.54777716;-50.57529037;7269;0;425.8367450000;SE;40363
3138658;2695;Lontra;LONTRA;MG;Minas Gerais;-15.90205835;-44.30611482;8821;0;772.6950880000;SE;40380
3138674;0644;Luisburgo;LUISBURGO;MG;Minas Gerais;-20.43837611;-42.1064719;6407;0;825.1888260000;SE;40983
3138682;0646;Luislândia;LUISLANDIA;MG;Minas Gerais;-16.11531149;-44.58604843;6660;0;753.7602400000;SE;41009
3138708;4773;Luminárias;LUMINARIAS;MG;Minas Gerais;-21.5123199;-44.90610648;5571;0;946.0065150000;SE;47732
3138807;4775;Luz;LUZ;MG;Minas Gerais;-19.79624662;-45.68388127;18168;0;663.7336920000;SE;47759
3138906;4777;Machacalis;MACHACALIS;MG;Minas Gerais;-17.07737035;-40.72042213;7200;0;319.3717770000;SE;47775
3139003;4779;Machado;MACHADO;MG;Minas Gerais;-21.6783539;-45.92176408;40760;0;847.2080110000;SE;47791
3139102;4781;Madre de Deus de Minas;MADRE DE DEUS DE MINAS;MG;Minas Gerais;-21.47732207;-44.34088591;5091;0;1029.2393430000;SE;47813
3139201;4783;Malacacheta;MALACACHETA;MG;Minas Gerais;-17.84162254;-42.0760767;19228;0;712.1806030000;SE;47830
3139250;2895;Mamonas;MAMONAS;MG;Minas Gerais;-15.05164692;-42.95596435;6554;0;640.8378590000;SE;40401
3139300;4785;Manga;MANGA;MG;Minas Gerais;-14.75592211;-43.93676152;19898;0;447.7631800000;SE;47856
3139409;4787;Manhuaçu;MANHUACU;MG;Minas Gerais;-20.25868008;-42.03384829;84934;0;636.8131900000;SE;47872
3139508;4789;Manhumirim;MANHUMIRIM;MG;Minas Gerais;-20.36399911;-41.96267981;22348;0;640.3899320000;SE;47899
3139607;4791;Mantena;MANTENA;MG;Minas Gerais;-18.78069987;-40.97852574;27983;0;254.6693190000;SE;47910
3139706;4793;Maravilhas;MARAVILHAS;MG;Minas Gerais;-19.51467972;-44.67607613;7600;0;784.6153470000;SE;47937
3139805;4795;Mar de Espanha;MAR DE ESPANHA;MG;Minas Gerais;-21.86689338;-43.00840675;12384;0;511.8540720000;SE;47953
3139904;4797;Maria da Fé;MARIA DA FE;MG;Minas Gerais;-22.30721878;-45.37105369;14551;0;1259.7048550000;SE;47970
3140001;4799;Mariana;MARIANA;MG;Minas Gerais;-20.37449323;-43.41614041;57639;0;704.6522990000;SE;47996
3140100;4801;Marilac;MARILAC;MG;Minas Gerais;-18.50497241;-42.08168895;4297;0;236.8077020000;SE;48011
3140159;0648;Mário Campos;MARIO CAMPOS;MG;Minas Gerais;-20.05363641;-44.1858253;14222;0;747.7920830000;SE;41025
3140209;4803;Maripá de Minas;MARIPA DE MINAS;MG;Minas Gerais;-21.69226275;-42.96834993;2917;0;573.7969520000;SE;48038
3140308;4805;Marliéria;MARLIERIA;MG;Minas Gerais;-19.70645611;-42.73737904;4125;0;565.9030030000;SE;48054
3140407;4807;Marmelópolis;MARMELOPOLIS;MG;Minas Gerais;-22.4465171;-45.1600478;2979;0;1263.3258160000;SE;48070
3140506;4809;Martinho Campos;MARTINHO CAMPOS;MG;Minas Gerais;-19.32974235;-45.2386504;13180;0;664.2137910000;SE;48097
3140530;0650;Martins Soares;MARTINS SOARES;MG;Minas Gerais;-20.2582292;-41.87579091;7744;0;709.9044960000;SE;41041
3140555;2659;Mata Verde;MATA VERDE;MG;Minas Gerais;-15.6876678;-40.73853341;8299;0;862.8368130000;SE;40428
3140605;4811;Materlândia;MATERLANDIA;MG;Minas Gerais;-18.47277367;-43.05737591;4673;0;773.0384370000;SE;48119
3140704;4813;Mateus Leme;MATEUS LEME;MG;Minas Gerais;-19.99086814;-44.42899124;29578;0;822.6122360000;SE;48135
3140803;4815;Matias Barbosa;MATIAS BARBOSA;MG;Minas Gerais;-21.86947927;-43.31916199;14104;0;482.1470960000;SE;48151
3140852;2897;Matias Cardoso;MATIAS CARDOSO;MG;Minas Gerais;-14.85028388;-43.91782644;10608;0;453.6821200000;SE;40444
3140902;4817;Matipó;MATIPO;MG;Minas Gerais;-20.28714825;-42.34148641;18491;0;638.7596690000;SE;48178
3141009;4819;Mato Verde;MATO VERDE;MG;Minas Gerais;-15.39732155;-42.86651472;12947;0;543.3318120000;SE;48194
3141108;4821;Matozinhos;MATOZINHOS;MG;Minas Gerais;-19.56191028;-44.08397457;36031;0;766.4511480000;SE;48216
3141207;4823;Matutina;MATUTINA;MG;Minas Gerais;-19.22661206;-45.98351703;3856;0;1054.9567850000;SE;48232
3141306;4825;Medeiros;MEDEIROS;MG;Minas Gerais;-19.99330788;-46.22668882;3644;0;918.3492200000;SE;48259
3141405;4827;Medina;MEDINA;MG;Minas Gerais;-16.22479562;-41.47630907;21513;0;580.9578520000;SE;48275
3141504;4829;Mendes Pimentel;MENDES PIMENTEL;MG;Minas Gerais;-18.66177774;-41.40561517;6533;0;322.2824610000;SE;48291
3141603;4831;Mercês;MERCES;MG;Minas Gerais;-21.19206492;-43.34107016;10753;0;531.0673870000;SE;48313
3141702;4833;Mesquita;MESQUITA;MG;Minas Gerais;-19.22434581;-42.60566106;6084;0;361.0075000000;SE;48330
3141801;4835;Minas Novas;MINAS NOVAS;MG;Minas Gerais;-17.21545816;-42.59675871;31811;0;496.3448690000;SE;48356
3141900;4837;Minduri;MINDURI;MG;Minas Gerais;-21.67754348;-44.60929282;3957;0;956.1460620000;SE;48372
3142007;4839;Mirabela;MIRABELA;MG;Minas Gerais;-16.25845294;-44.16064378;13552;0;807.4940230000;SE;48399
3142106;4841;Miradouro;MIRADOURO;MG;Minas Gerais;-20.89441907;-42.34614986;10674;0;407.4325480000;SE;48410
3142205;4843;Miraí;MIRAI;MG;Minas Gerais;-21.19398174;-42.61603959;14540;0;350.2037930000;SE;48437
3142254;0652;Miravânia;MIRAVANIA;MG;Minas Gerais;-14.7478394;-44.41207543;4772;0;647.8490060000;SE;41068
